dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution_thousand_usd,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_thousand_usd,reconstruction_costs_adjusted_thousand_usd,insured_damages_thousand_usd,insured_damages_adjusted_thousand_usd,total_damages_thousand_usd,total_damages_adjusted_thousand_usd,cpi,adm_level,admin1_code,admin2_code,geo_locations
1995-0021-NLD,1995,0021,,Natural,Meteorological,Storm,,,"Thala, Urania, Valeska, Wilma",Netherlands (the),NLD,Western Europe,Europe,,,Flood,,,No,No,,,Kph,,,,,1995,1,21,1995,2,2,1,,250000,,250000,,,150000,266732,1180000,2098289,56.2363000218675,,,,
1995-0111-DEU,1995,0111,,Natural,Meteorological,Storm,Convective storm,Hail,,Germany,DEU,Western Europe,Europe,"Searbrucken, Manheim, Nuremberg, Bayreuth, Kulbach",,,,,,,,,Kph,,,,,1995,7,21,1995,7,21,,,,,,,,139700,248416,209600,372713,56.2363000218675,,,,
1996-0252-DEU,1996,0252,,Natural,Meteorological,Storm,Tropical cyclone,,Lilli,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1996,10,26,1996,10,30,,,,,,,,,,500,864,57.8847058823529,,,,
1996-0016-FRA,1996,0016,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Beziers, Puisserguier, Cassenon, Agde, Serignan, Puissalicon, Magalas (Herault Department, Languedoc-Roussillon province)",Heavy rains,,,,No,No,,2140,Km2,,,,"Orb, Libron, Herault",1996,1,27,1996,1,30,4,,600,,600,,,,,6000,10365,57.8847058823529,,,,
1996-0252-FRA,1996,0252,,Natural,Meteorological,Storm,Tropical cyclone,,Lilli,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1996,10,27,1996,10,30,1,,,,,,,,,10,17,57.8847058823529,,,,
1996-0004-FRA,1996,0004,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Villeneuve-Loubet, Grasse (Alpes Maritimes)",,,,,No,No,,,Km2,,,,,1996,1,3,1996,1,3,,,780,,780,,,,,,,57.8847058823529,,,,
1997-0154-DEU,1997,0154,,Natural,Hydrological,Flood,Riverine flood,,,Germany,DEU,Western Europe,Europe,"Oderbruch, Frankfurt-and-der-Oder, Zittendof",Heavy rain,,,,No,No,,8360,Km2,,,,Oder,1997,7,4,1997,8,9,,,5200,,5200,,,35000,59084,360000,607719,59.2378657336541,,,,
1997-0005-DEU,1997,0005,,Natural,Meteorological,Extreme temperature,Cold wave,,,Germany,DEU,Western Europe,Europe,,,,,,,,,-26,°C,,,,,1997,1,4,1997,1,4,30,,,,,,,,,,,59.2378657336541,,,,
1997-0006-FRA,1997,0006,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,South,,,,,,,,,°C,,,,,1997,1,4,1997,1,4,23,,10000,,10000,,,,,,,59.2378657336541,,,,
1997-0159-FRA,1997,0159,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,Near Marseille,,,,,,,,3000,Km2,,,,,1997,7,26,1997,7,26,,9,1250,,1259,,,,,,,59.2378657336541,,,,
1997-9105-FRA,1997,9105,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1997,4,,1997,,,,,,,,,,,,10000,16881,59.2378657336541,,,,
1997-0125-NLD,1997,0125,,Natural,Meteorological,Storm,,,,Netherlands (the),NLD,Western Europe,Europe,Ijsselmeer,,,,,,,,95,Kph,,,,,1997,6,8,1997,6,8,2,40,60,,100,,,,,,,59.2378657336541,,,,
1998-0038-FRA,1998,0038,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,Alps,,,,,,,,,,,,,,1998,1,24,1998,1,24,9,21,,,21,,,,,,,60.1574108900066,,,,
1998-0293-NLD,1998,0293,,Natural,Hydrological,Flood,Riverine flood,,,Netherlands (the),NLD,Western Europe,Europe,Delfland and Den Hague Region,,,,,No,No,,,Km2,,,,,1998,9,12,1998,9,14,,,2000,,2000,,,2000,3325,530000,881022,60.1574108900066,,,,
1998-0436-BEL,1998,0436,,Natural,Meteorological,Storm,Extra-tropical storm,,"Cilly, Desiree, Fanny",Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1998,1,1,1998,1,6,,,,,,,,,,500,831,60.1574108900066,,,,
1998-0436-CHE,1998,0436,,Natural,Meteorological,Storm,Extra-tropical storm,,"Cilly, Desiree, Fanny",Switzerland,CHE,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1998,1,1,1998,1,6,,,,,,,,,,1000,1662,60.1574108900066,,,,
1999-0182-AUT,1999,0182,,Natural,Hydrological,Flood,Riverine flood,,,Austria,AUT,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1999,5,11,1999,6,30,3,,,,,,,,,32000,52055,61.473667176908,,,,
1999-0050-AUT,1999,0050,,Natural,Hydrological,Landslide,Avalanche,,,Austria,AUT,Western Europe,Europe,"Galtuer, Valzur",,,,,No,No,,,,,,,,1999,2,24,1999,2,24,50,,10000,,10000,,,,,41570,67622,61.473667176908,,,,
1999-0283-BEL,1999,0283,,Natural,Meteorological,Storm,Convective storm,Tornado,,Belgium,BEL,Western Europe,Europe,Tournai,,,,,,,,,Kph,,,,,1999,8,14,1999,8,14,,5,900,,905,,,,,486,791,61.473667176908,,,,
1999-0571-BEL,1999,0571,,Natural,Meteorological,Storm,Extra-tropical storm,,Lothar,Belgium,BEL,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,25,1999,12,27,2,,,,,,,10000,16267,50000,81336,61.473667176908,,,,
1999-0182-CHE,1999,0182,,Natural,Hydrological,Flood,Riverine flood,,,Switzerland,CHE,Western Europe,Europe,,,,,,No,No,,,Km2,,,,,1999,5,11,1999,6,30,3,,,,,,,250000,406678,330000,536815,61.473667176908,,,,
1999-0263-CHE,1999,0263,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,"Evolene (Herens Valley, Valais)",,,,,No,No,,,,,,,,1999,2,21,1999,2,21,30,,,,,,,2e+05,325343,685000,1114298,61.473667176908,,,,
1999-0571-CHE,1999,0571,,Natural,Meteorological,Storm,Extra-tropical storm,,Lothar,Switzerland,CHE,Western Europe,Europe,,,,,,No,No,,210,Kph,,,,,1999,12,25,1999,12,27,12,,,,,,,8e+05,1301370,1500000,2440069,61.473667176908,,,,
2000-0311-AUT,2000,0311,,Natural,Meteorological,Storm,,,,Austria,AUT,Western Europe,Europe,Steiermark province,,Hail,,,,,,,Kph,,,,,2000,5,27,2000,5,27,,,,,,,,,,20000,31472,63.5495473431008,1,483,,Steiermark (Adm1).
2000-0155-AUT,2000,0155,,Natural,Hydrological,Landslide,Avalanche,,,Austria,AUT,Western Europe,Europe,"Kitzsteinhorn (Zell am See, Salzburg)",,,,,,,,,,,,,,2000,3,28,2000,3,28,13,,,,,,,,,,,63.5495473431008,2,,5641,Zell am See (Adm2).
2000-0672-CHE,2000,0672,,Natural,Hydrological,Landslide,,,,Switzerland,CHE,Western Europe,Europe,Gondo town (Valais Province),,,,,,,,,,,,,,2000,10,13,2000,10,13,16,,1500,,1500,,,165000,259640,330000,519280,63.5495473431008,1,2829,,Valais (Adm1).
1998-0601-DEU,1998,0601,,Natural,Meteorological,Storm,,,Xylia,Germany,DEU,Western Europe,Europe,"Main, Tauber, Moselle, Baden-Baden",,Flood,,,No,No,,,Kph,,,,,1998,10,27,1998,11,2,3,15,,,15,,,90000,149608,150000,249346,60.1574108900066,,,,
1998-0436-FRA,1998,0436,,Natural,Meteorological,Storm,Extra-tropical storm,,"Cilly, Desiree, Fanny",France,FRA,Western Europe,Europe,"Bretagne, Ouest de la France",,,,,No,No,,150,Kph,,,,,1998,1,1,1998,1,6,6,,690,,690,,,130000,216100,150000,249346,60.1574108900066,,,,
1998-0436-NLD,1998,0436,,Natural,Meteorological,Storm,Extra-tropical storm,,"Cilly, Desiree, Fanny",Netherlands (the),NLD,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1998,1,1,1998,1,6,,,,,,,,,,100,166,60.1574108900066,,,,
1999-0450-FRA,1999,0450,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Aude, Tarn, Herault, Pyrenees-Orientales",Brief torrential rain,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1999,11,12,1999,11,15,36,5,3000,,3005,,,382000,621404,5e+05,813356,61.473667176908,,,,
1999-0571-FRA,1999,0571,,Natural,Meteorological,Storm,Extra-tropical storm,,Lothar,France,FRA,Western Europe,Europe,"South-Western, Western",,"Slide (land, mud, snow, rock)",,,No,No,,200,Kph,,,,,1999,12,26,1999,12,28,88,11,3400000,,3400011,,,4450000,7238872,8e+06,13013702,61.473667176908,,,,
1999-0182-DEU,1999,0182,,Natural,Hydrological,Flood,Riverine flood,,,Germany,DEU,Western Europe,Europe,Bavaria,,,,,No,Yes,,121,Km2,,,,,1999,5,11,1999,6,30,7,,1e+05,,1e+05,,,75000,122003,430000,699486,61.473667176908,,,,
1999-0050-DEU,1999,0050,,Natural,Hydrological,Landslide,Avalanche,,,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,,,,,,1999,1,9,1999,2,26,5,,,,,,,,,6230,10134,61.473667176908,,,,
1999-0571-DEU,1999,0571,,Natural,Meteorological,Storm,Extra-tropical storm,,Lothar,Germany,DEU,Western Europe,Europe,,,,,,No,No,,180,Kph,,,,,1999,12,24,1999,12,27,15,,,,,,,650000,1057363,1600000,2602740,61.473667176908,,,,
1999-0590-DEU,1999,0590,,Natural,Meteorological,Storm,Extra-tropical storm,,Anatol,Germany,DEU,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,4,1999,12,5,3,,,,,,,1e+05,162671,150000,244007,61.473667176908,,,,
1999-0052-FRA,1999,0052,,Natural,Hydrological,Landslide,Avalanche,,,France,FRA,Western Europe,Europe,Hameaux de Montroc et Du Tour,,,,,No,No,,,,,,,,1999,2,9,1999,2,9,11,,200,60,260,,,,,10790,17552,61.473667176908,,,,
1999-0611-FRA,1999,0611,,Natural,Meteorological,Storm,Extra-tropical storm,,Martin,France,FRA,Western Europe,Europe,,,,,,No,No,,,Kph,,,,,1999,12,27,1999,12,28,8,,,,,2450000,3985446,,,4e+06,6506851,61.473667176908,,,,
1999-0642-FRA,1999,0642,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,Alpilles,,,,,,,,24,Km2,,,,,1999,7,22,1999,7,22,,,,6,6,,,,,,,61.473667176908,,,,
1999-0021-FRA,1999,0021,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Hyeres,,,,,,,,7,Km2,,,,,1999,1,18,1999,1,18,,,900,200,1100,,,,,,,61.473667176908,,,,
1999-0202-FRA,1999,0202,,Natural,Meteorological,Storm,,,,France,FRA,Western Europe,Europe,Paris,,,,,,,,,Kph,,,,,1999,5,30,1999,5,30,3,20,1e+05,,100020,,,,,,,61.473667176908,,,,
1999-0643-FRA,1999,0643,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Doubs,,,,,,,,,Km2,,,,,1999,2,,1999,2,,,,,,,,,,,,,61.473667176908,,,,
1999-0494-NLD,1999,0494,,Natural,Biological,Epidemic,Parasitic disease,,Legionellosis,Netherlands (the),NLD,Western Europe,Europe,Bokenkarspel,flower show in the north,,,,No,No,,,Vaccinated,,,,,1999,2,12,1999,3,18,13,,200,,200,,,,,,,61.473667176908,,,,
2000-0636-FRA,2000,0636,,Natural,Meteorological,Storm,Convective storm,Tornado,,France,FRA,Western Europe,Europe,"Montpellier city (Herault district, Languedoc-Rousillon province), Marseille city (Bouches-du-Rhone district, Provence-Alpes-Cote-d'Azur province)",,,,,,,,100,Kph,,,,,2000,9,19,2000,9,19,6,7,,200,207,,,,,,,63.5495473431008,2,,16287;16322,"Bouches-du-Rhone, Herault (Adm2)."
2000-0356-FRA,2000,0356,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Haute-Garonne, Tar-et-Garonne (Midi-Pyrenee)",,,,,,,,30,Km2,,,,,2000,6,10,2000,6,10,1,,200,,200,,,,,,,63.5495473431008,2,,16301;16305,"Haute-Garonne, Tarn-et-Garonne (Adm2)."
2000-0357-FRA,2000,0357,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Dieppe municipality (Seine-Maritime district, Haute-Normandie province)",,,,,,,,,Km2,,,,,2000,5,,2000,5,,2,10,,,10,,,,,,,63.5495473431008,2,,16277,Seine-Maritime (Adm2).
2000-0775-FRA,2000,0775,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Epaux-Bézu, Coincy villages (Aisne district, Picardie province)",,,,,,,,,Km2,,,,,2000,7,10,2000,7,10,1,,600,,600,,,,,,,63.5495473431008,2,,16321,Alpes-maritimes (Adm2).
2000-0792-FRA,2000,0792,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Yvelines district (Ile-de-France province),,,,,,,,,Km2,,,,,2000,12,2,2000,12,2,,,600,,600,,,,,,,63.5495473431008,2,,16285,Yvelines (Adm2).
2000-0812-FRA,2000,0812,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Finistère, Morbihan districts (Bretagne province)",,,,,,,,,Km2,,,,,2000,12,13,2000,12,13,,,600,,600,,,,,,,63.5495473431008,2,,16257;16259,"Finistere, Morbihan (Adm2)."
2000-0870-FRA,2000,0870,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Alpes-maritimes district (Provence-Alpes-Cote-d'Azure province),,,,,,,,,Km2,,,,,2000,11,,2000,11,,1,2,300,,302,,,,,,,63.5495473431008,2,,16321,Alpes-maritimes (Adm2).
2001-0066-FRA,2001,0066,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Morbihan, Finistère districts (Bretagne province); Redon, Guipry cities (Ille-et-Vilaine district), Quimperlé, Quimper cities (Finistere district) (Bretagne province), Caen, Louvigny cities (Calvados district, Basse-Normandie province)",Brief torrential rain,,,,,,,,Km2,,,,,2001,1,5,2001,1,7,,,390,,390,,,,,,,65.345558714192,2,,16249;16257;16258;16259,"Calvados, Finistere, Ille-et-Vilaine, Morbihan (Adm2)."
2001-0673-CHE,2001,0673,,Natural,Meteorological,Extreme temperature,Cold wave,,,Switzerland,CHE,Western Europe,Europe,"Jungfraujoch (Bern province), Zurich province",,,,,,,,-31,°C,,,,,2001,12,13,2001,12,13,,,,,,,,,,,,65.345558714192,1,2812;2832,,"Bern, Zurich (Adm1)."
2002-0743-CHE,2002,0743,,Natural,Hydrological,Landslide,Mudslide,,,Switzerland,CHE,Western Europe,Europe,"Graubunden, Uri, Ticino, Geneve, Vaud Provinces",,"Slide (land, mud, snow, rock)",,,,Yes,,,,,,,,2002,11,14,2002,11,14,1,,231,,231,,,30000,45193,180000,271158,66.3819636999782,1,2814;2816;2827;2828;2830,,"Geneve, Graubunden, Ticino, Uri, Vaud (Adm1)."
2002-0489-AUT,2002,0489,,Natural,Hydrological,Flood,Riverine flood,,,Austria,AUT,Western Europe,Europe,"Entire Country (Vorarlberg, Upper Austria, Salzburg, Styria)",,,,,,,,,Km2,,,,,2002,8,12,2002,8,20,9,,60000,,60000,,,4e+05,602573,2400000,3615440,66.3819636999782,1,478;479;480;481;482;483;484;485;486,,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Vorarlberg, Wien (Adm1)."
2002-0675-AUT,2002,0675,,Natural,Meteorological,Storm,Extra-tropical storm,,Jeannet,Austria,AUT,Western Europe,Europe,No Data from sources (all provinces of Austria have been selected),,,,,,,,,Kph,,,,,2002,10,27,2002,10,28,2,,,,,,,,,5000,7532,66.3819636999782,1,478;479;480;481;482;483;484;485;486,,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Vorarlberg, Wien (Adm1)."
2002-0706-AUT,2002,0706,,Natural,Meteorological,Storm,,,,Austria,AUT,Western Europe,Europe,Salzbourg region,,,,,,,,160,Kph,,,,,2002,11,14,2002,11,14,1,,300,,300,,,,,,,66.3819636999782,1,482,,Salzburg (Adm1).
2002-0050-BEL,2002,0050,,Natural,Hydrological,Flood,Riverine flood,,,Belgium,BEL,Western Europe,Europe,"Liège district, Hensies city (Hainaut district), Antwerpen city (Antwerpen district)",,,,,,,,,Km2,,,,,2002,1,27,2002,1,27,,,600,,600,,,,,,,66.3819636999782,2,,5850;5851;40442,"Antwerpen, Hainaut, Liege (Adm2)."
2002-0813-BEL,2002,0813,,Natural,Hydrological,Flood,Riverine flood,,,Belgium,BEL,Western Europe,Europe,"Londerzeel city (Vlaams-Brabant district), Geraadsbergen, Aalst, Gent cities (Oost-Vlaanderen district), Antwerpen city (Antwerpen district) (Vlaams Gewest province) ; Region wallonne province",,,,,,,,,Km2,,,,,2002,12,24,2002,12,24,2,,,,,,,,,,,66.3819636999782,1;2,602,5846;5847;40442,"Region wallonne (Adm1). Antwerpen, Oost-Vlaanderen, Vlaams-Brabant (Adm2)."
2002-0672-BEL,2002,0672,,Natural,Meteorological,Storm,Extra-tropical storm,,Jeannet,Belgium,BEL,Western Europe,Europe,Antwerpen district (Vlaams Gewest province),,,,,,,,140,Kph,,,,,2002,10,26,2002,10,28,5,,,,,,,,,5000,7532,66.3819636999782,2,,40442,Antwerpen (Adm2).
2002-0101-BEL,2002,0101,,Natural,Hydrological,Flood,,,,Belgium,BEL,Western Europe,Europe,Overflow of the river Ourthe (Liege and Namur provinces); Hainaut province,,,,,,,,,Km2,,,,,2002,2,11,2002,2,11,,,1200,,1200,,,,,,,66.3819636999782,2,,5850;5851;5853,"Hainaut, Liege, Namur (Adm2)."
2002-0550-BEL,2002,0550,,Natural,Hydrological,Flood,,,,Belgium,BEL,Western Europe,Europe,"Brabant wallon,Vlaams-Brabant, Hainaut, Liège, Namur provinces",,,,,,,,,Km2,,,,,2002,8,26,2002,8,26,,,600,,600,,,,,,,66.3819636999782,2,,5847;5850;5851;5853;5854,"Brabant wallon, Hainaut, Liege, Namur, Vlaams-Brabant (Adm2)."
2002-0858-CHE,2002,0858,,Natural,Biological,Epidemic,Viral disease,,Acute respiratory syndrome (SARS),Switzerland,CHE,Western Europe,Europe,,,,,,No,No,,,Vaccinated,,,,,2003,3,9,2003,3,9,,,1,,1,,,,,,,66.3819636999782,,,,
2002-0558-CHE,2002,0558,,Natural,Hydrological,Landslide,,,,Switzerland,CHE,Western Europe,Europe,Lutzenberg (Appenzell Ausser-Rhoden Province),,,,,,,,,,,,,,2002,8,31,2002,8,31,3,,50,,50,,,,,,,66.3819636999782,1,2808,,Appenzell Ausser-rhoden (Adm1).
2002-0676-CHE,2002,0676,,Natural,Meteorological,Storm,,,,Switzerland,CHE,Western Europe,Europe,"Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus Graubunden Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais Vaud Zug Zurich",,,,,,,,,Kph,,,,,2002,10,27,2002,10,27,1,2,,,2,,,,,,,66.3819636999782,1,2807;2808;2809;2810;2811;2812;2813;2814;2815;2816;2817;2818;2819;2820;2821;2822;2823;2824;2825;2826;2827;2828;2829;2830;2831;2832,,"Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich (Adm1)."
